population,NofCrime,Nof5CategoryCrime,NofOtherCrime,midnightCrime,morningCrime,dayCrime,nightCrime,bad_health,bad_health_range,bad_health_range10
4255,146,76,24,11,42,55,38,10.4,2,3
6273,83,56,11,6,20,29,28,10.9,2,4
4199,353,152,51,39,65,136,113,8.4,1,3
2717,209,116,30,16,51,81,61,10.7,2,4
5270,186,108,40,19,57,53,57,10.5,2,3
2264,51,28,9,9,13,17,12,10.2,2,3
4338,91,52,16,9,22,35,25,10.1,2,3
4157,128,78,22,16,26,42,44,9.9,2,3
5364,106,69,15,11,20,41,34,11.7,2,4
4124,276,148,47,44,65,115,52,9.4,2,3
4202,236,147,36,33,43,84,76,9.8,2,3
1939,52,25,9,5,16,18,13,8.9,1,3
4484,74,26,14,8,22,25,19,9.4,2,3
4767,196,129,18,16,47,68,65,9.5,2,3
5175,145,84,27,14,32,42,57,9.5,2,3
4462,197,114,36,20,47,81,49,11.7,2,4
4422,302,179,76,52,65,87,98,12,2,4
4186,148,69,39,18,22,51,57,13.7,3,5
2645,304,162,54,27,63,130,84,14.3,3,5
2851,153,90,28,16,45,52,40,10.5,2,3
3007,150,88,21,11,39,63,37,10.6,2,4
4657,174,85,40,12,42,66,54,13.3,3,5
3476,145,72,19,21,21,58,45,13,3,4
4633,149,97,29,18,41,47,43,10.8,2,4
4920,219,114,21,22,42,92,63,9.4,2,3
6250,72,39,12,8,14,35,15,9.6,2,3
2943,53,31,6,5,14,20,14,9.8,2,3
3539,61,32,4,10,21,19,11,9.4,2,3
3865,48,25,4,5,16,19,8,9.4,2,3
4066,245,131,40,34,38,85,88,8.7,1,3
2869,232,139,47,29,49,84,70,9.2,2,3
3707,158,91,25,17,32,54,55,9.1,2,3
2800,137,85,19,21,24,63,29,8.6,1,3
5504,302,195,51,42,59,110,91,8.4,1,3
3089,227,137,43,31,48,79,69,9,2,3
2738,312,185,52,39,65,116,92,8.7,1,3
4412,237,120,43,19,65,98,55,9.7,2,3
2984,109,73,15,9,34,46,20,8.8,1,3
4029,93,46,9,15,17,48,13,8.8,1,3
3091,63,29,11,5,16,31,11,8.8,1,3
3984,170,100,19,24,31,52,63,9,2,3
3743,180,107,39,18,43,57,62,8.6,1,3
5871,224,115,32,28,33,81,82,9.4,2,3
5881,157,100,28,16,28,48,65,9,2,3
4708,340,209,53,55,55,89,141,9,2,3
4260,371,221,48,48,78,131,114,9.5,2,3
2222,177,112,29,29,21,65,62,7.6,1,2
3205,338,210,52,69,60,96,113,6.9,1,2
3748,227,148,35,39,42,78,68,8.6,1,3
4878,153,96,20,22,24,53,54,8.5,1,3
4068,81,56,6,12,22,26,21,9.1,2,3
3000,98,51,18,9,19,38,32,8,1,3
6144,77,40,11,4,19,25,29,9.7,2,3
3629,227,81,20,5,47,117,58,10.3,2,3
4302,259,154,38,31,66,81,81,10.7,2,4
3812,220,113,49,28,42,75,75,10.5,2,3
4352,30,12,6,5,5,11,9,8.2,1,3
3922,97,48,22,9,23,39,26,13.1,3,4
3967,138,70,29,12,27,62,37,13.9,3,5
2065,208,114,55,35,39,62,72,12.3,2,4
4114,112,54,27,21,16,29,46,14.2,3,5
3118,101,57,46,22,28,31,20,12.6,2,4
3483,107,62,27,9,33,23,42,12.9,2,4
3480,173,77,37,17,38,63,55,13.5,3,5
2543,108,59,20,30,13,31,34,12.9,2,4
2820,120,61,25,16,33,33,38,11.9,2,4
2725,113,53,26,11,29,28,45,13.9,3,5
3881,143,65,48,23,19,48,53,17.4,4,6
3275,134,62,28,26,22,36,50,18.8,4,7
3264,145,73,39,15,25,60,45,15.5,3,5
3922,193,90,51,27,35,62,69,14.2,3,5
2802,85,49,15,10,18,26,31,11.8,2,4
4369,265,129,74,41,37,81,106,18.5,4,6
3464,163,84,41,25,33,53,52,20,4,7
6295,101,47,10,7,17,34,43,13.5,3,5
3712,49,29,4,6,11,15,17,16.8,3,6
3200,142,97,48,15,23,47,57,16.2,3,6
2091,61,26,10,3,14,19,25,11.9,2,4
3061,93,47,22,7,18,23,45,19.4,4,7
3081,150,66,38,28,25,40,57,17.8,4,6
4715,114,69,24,10,34,40,30,10.9,2,4
3068,94,41,21,12,20,29,33,11.7,2,4
1974,165,78,19,25,33,49,58,10.4,2,3
2936,91,50,9,7,19,32,33,11.2,2,4
2999,87,36,26,13,14,24,36,17.1,4,6
5198,53,30,9,5,8,22,18,12.7,2,4
3452,209,112,57,26,47,73,63,19.1,4,7
2899,143,65,33,20,21,47,55,14.7,3,5
2471,155,78,35,24,32,55,44,16.8,3,6
3235,171,82,35,21,32,64,54,11.2,2,4
3254,17,7,4,3,4,5,5,10.7,2,4
3132,99,44,21,9,15,47,28,17.1,4,6
3216,209,103,33,43,34,61,71,8.2,1,3
4076,112,70,22,10,26,46,30,13.6,3,5
3270,190,104,32,22,33,58,77,7.4,1,2
2347,121,74,9,8,42,43,28,9.2,2,3
3536,242,132,33,18,57,93,74,10.4,2,3
2743,251,150,38,37,51,92,71,10,2,3
3096,137,98,17,9,26,55,47,8.2,1,3
3293,149,95,28,21,41,38,49,10.7,2,4
2718,87,64,7,7,22,33,25,8.5,1,3
3077,40,24,0,2,15,17,6,8.8,1,3
3448,73,40,8,5,25,27,16,8.2,1,3
4452,162,96,26,28,32,42,60,7.9,1,3
3529,89,46,15,19,22,16,32,8.2,1,3
3942,158,103,31,22,44,50,42,8.7,1,3
2227,73,47,10,11,24,20,18,8,1,3
4021,258,154,50,56,45,62,95,9.2,2,3
4971,228,123,47,36,43,71,78,8,1,3
2164,214,128,41,44,44,58,68,8.1,1,3
2260,135,76,43,24,22,44,45,8.4,1,3
2304,102,66,29,17,21,31,33,8.9,1,3
4481,585,389,134,114,99,194,178,9.3,2,3
2870,699,470,189,249,95,141,214,13.6,3,5
3044,912,601,222,231,145,223,313,11,2,4
4758,257,155,58,49,32,89,87,13.8,3,5
3135,129,77,25,19,29,31,50,11.9,2,4
2487,174,99,31,24,34,55,61,15.9,3,5
4227,390,246,86,62,69,133,126,14.9,3,5
3728,164,86,38,17,34,62,51,18,4,6
3379,288,179,62,88,43,68,89,13.2,3,4
2594,318,196,79,47,54,116,101,17.2,4,6
2784,240,134,55,71,53,43,73,13.3,3,5
4742,228,132,68,31,46,74,77,17.6,4,6
3960,149,79,41,25,27,45,52,17.1,4,6
3228,476,331,105,129,92,119,136,14.8,3,5
3338,182,107,45,27,31,59,65,16.4,3,6
4135,133,71,33,25,29,37,42,18.6,4,6
4591,185,98,44,18,54,67,46,16.5,3,6
2922,232,150,65,46,44,58,84,16.3,3,6
2124,121,63,23,14,23,24,60,16.7,3,6
2327,136,81,31,22,25,31,58,13.3,3,5
2422,324,199,64,38,68,126,92,14,3,5
5092,179,110,57,25,35,64,55,18.8,4,7
3365,192,127,56,28,40,70,54,16.7,3,6
5551,119,62,30,21,22,27,49,15.7,3,5
4502,260,157,72,39,38,85,98,15.8,3,5
2789,199,123,55,34,36,55,74,22.1,5,8
3231,85,42,20,7,20,25,33,18.3,4,6
3770,240,157,78,53,35,81,71,18.8,4,7
3498,191,124,55,34,28,54,75,18,4,6
2647,203,117,35,35,42,64,62,11.9,2,4
3355,353,241,94,98,61,96,98,9.6,2,3
2867,160,103,24,18,35,50,57,8.8,1,3
2466,195,119,39,23,47,74,51,11,2,4
2735,190,132,42,20,33,71,66,8.1,1,3
2799,157,113,16,10,31,69,47,7.1,1,2
3628,109,74,6,17,30,31,31,10,2,3
3637,206,115,43,34,41,60,71,12.4,2,4
3670,90,42,23,19,23,21,27,13.7,3,5
5067,209,118,58,53,29,54,73,17.6,4,6
4389,105,53,20,22,15,25,43,19.5,4,7
3868,188,110,55,44,33,42,69,16.5,3,6
3513,115,74,33,18,20,32,45,16,3,6
3091,56,43,4,10,18,17,11,8.5,1,3
3458,86,57,11,5,20,41,20,8.9,1,3
3588,109,56,22,21,28,34,26,8.1,1,3
3029,54,29,8,7,13,21,13,9.3,2,3
2461,190,122,23,27,44,68,51,9,2,3
3335,180,121,31,41,26,48,65,8.8,1,3
2037,184,103,18,4,39,92,49,9.4,2,3
4717,97,61,12,8,17,32,40,9.1,2,3
2834,110,73,26,12,26,39,33,8.3,1,3
3185,126,67,18,16,24,49,37,8.3,1,3
3203,116,70,22,13,30,40,33,10.3,2,3
4395,170,81,24,16,37,46,71,8.9,1,3
4971,135,80,22,16,37,33,49,9.7,2,3
3340,274,140,59,44,44,93,93,12.7,2,4
4328,130,86,27,13,26,37,54,16.7,3,6
2304,139,85,36,26,28,40,45,13.3,3,5
2881,154,92,32,26,30,43,55,15.2,3,5
2603,159,94,27,37,32,34,56,11.5,2,4
2643,105,62,12,19,17,21,48,11.9,2,4
2235,133,81,21,26,22,36,49,11.3,2,4
1905,113,65,11,13,33,22,45,10,2,3
2216,124,73,21,14,22,36,52,11.5,2,4
3757,79,34,13,13,18,22,26,13.3,3,5
3909,96,59,7,16,14,29,37,12,2,4
3704,117,57,16,13,26,37,41,9.7,2,3
3509,158,82,40,25,31,59,43,12.1,2,4
3889,280,164,58,50,43,78,109,12.4,2,4
2376,175,100,43,36,24,49,66,13.4,3,5
5103,215,135,77,17,27,59,112,15.6,3,5
5066,273,155,47,35,51,99,88,17.6,4,6
2710,101,55,32,18,18,33,32,15.9,3,5
4086,119,68,37,11,34,41,33,21.5,5,8
4089,302,161,106,35,50,104,113,17.5,4,6
3031,61,31,13,6,23,11,21,17.6,4,6
3848,97,69,25,13,27,34,23,15.7,3,5
4668,257,139,82,22,53,87,95,19.7,4,7
3411,135,77,36,16,28,41,50,19.3,4,7
5631,154,75,42,23,32,42,57,18.2,4,6
2683,147,89,38,17,28,45,57,21,5,7
2574,27,10,5,7,2,5,13,17,4,6
4097,106,58,14,19,12,32,43,18,4,6
2519,145,79,41,18,27,45,55,16.8,3,6
3442,136,76,45,19,23,42,52,16.5,3,6
3732,77,40,11,6,27,19,25,9.8,2,3
4803,112,62,34,16,16,41,39,15.9,3,5
4311,138,76,34,18,26,37,57,14.7,3,5
5306,167,72,41,28,29,37,73,15.7,3,5
3323,159,79,40,21,29,50,59,18.9,4,7
2428,132,55,26,15,28,40,49,16.6,3,6
2288,92,38,16,15,17,25,35,17.2,4,6
2840,117,55,24,13,23,39,42,14,3,5
5093,68,31,14,10,12,21,25,13.1,3,4
4839,236,110,72,27,54,87,68,24.1,5,9
4844,121,68,32,17,19,33,52,18.3,4,6
2607,164,111,57,11,47,64,42,17.3,4,6
3064,129,70,34,22,27,45,35,18.5,4,6
5394,203,113,60,35,35,68,65,20.2,4,7
3259,133,74,40,17,31,42,43,20.4,4,7
4001,119,69,42,14,21,31,53,23.1,5,8
4589,81,46,21,9,13,23,36,20.9,4,7
2944,92,39,23,10,17,30,35,18.5,4,6
3078,121,61,32,13,17,44,47,22.3,5,8
2650,122,58,21,19,26,27,50,16.6,3,6
3303,213,127,55,24,42,68,79,19.5,4,7
4787,171,98,52,25,38,62,46,24,5,8
2363,238,146,61,30,39,73,96,24.4,5,9
3138,272,152,75,29,65,79,99,23.8,5,8
4101,192,111,47,24,38,58,72,20.4,4,7
4972,119,53,27,17,21,36,45,18.8,4,7
4478,173,105,45,18,19,69,67,19.5,4,7
2274,171,92,39,19,33,48,71,18.4,4,6
3105,153,79,39,33,28,44,48,21.2,5,7
2598,117,64,16,11,29,39,38,18.7,4,7
3766,235,120,56,31,47,78,79,22.7,5,8
3618,113,60,12,18,25,39,31,22.5,5,8
3127,102,57,27,15,12,40,35,21.4,5,8
7883,70,45,13,21,19,20,10,11.4,2,4
2957,415,256,61,89,105,97,124,7.9,1,3
5275,192,103,52,40,38,44,70,20.1,4,7
2146,124,87,18,12,22,53,37,23.5,5,8
3386,758,484,204,110,167,233,248,20.8,4,7
7540,1526,1150,501,255,369,482,420,31.6,7,12
3047,235,142,56,34,50,78,73,15.9,3,5
2553,223,146,45,25,59,80,59,26.6,6,9
2077,118,72,26,11,16,48,43,21.9,5,8
4521,1320,860,369,220,318,436,346,13.6,3,5
3791,858,574,279,180,163,285,230,9.7,2,3
1363,292,139,57,36,107,95,54,26.8,6,10
2218,144,82,31,18,37,53,36,7.1,1,2
2589,395,249,101,50,94,165,86,14.3,3,5
2490,939,497,215,134,158,327,320,9.5,2,3
4163,731,488,179,118,128,312,173,9,2,3
6893,155,85,54,22,26,48,59,14,3,5
2201,81,43,28,18,12,25,26,18.4,4,6
4360,279,187,93,34,46,98,101,17.5,4,6
3770,325,229,105,44,84,86,111,21.6,5,8
2775,175,96,39,25,26,46,78,17.1,4,6
2656,179,112,53,22,39,54,64,13.2,3,4
3571,124,74,24,21,25,33,45,18.4,4,6
4195,119,78,35,23,28,30,38,13.3,3,5
4660,211,119,55,39,33,68,71,14.7,3,5
4309,226,140,61,35,61,61,69,11,2,4
4179,249,158,70,36,46,71,96,21.6,5,8
2995,147,117,50,23,24,55,45,22.2,5,8
2906,204,124,57,34,33,76,61,16.4,3,6
2339,299,175,66,42,57,120,80,23.4,5,8
4019,293,182,74,41,50,100,102,22.6,5,8
3926,170,94,43,21,38,41,70,29.1,7,10
5267,206,126,61,32,53,69,52,23,5,8
3216,195,116,60,26,43,60,66,25,6,9
2434,139,84,58,25,23,42,49,23.7,5,8
2785,246,149,50,38,43,78,87,14.2,3,5
5021,344,213,118,57,70,88,129,16.8,3,6
3914,242,155,75,38,51,67,86,22.9,5,8
3728,316,215,107,43,61,94,118,22.2,5,8
3600,158,100,48,24,29,42,63,25.6,6,9
2692,171,110,53,19,44,48,60,18.4,4,6
2791,145,86,37,28,22,42,53,20.6,4,7
2472,183,99,56,31,40,54,58,23,5,8
2968,184,110,55,30,32,56,66,21.3,5,7
3520,162,89,44,23,34,36,69,21.9,5,8
4431,55,30,10,5,10,30,10,8.7,1,3
5194,217,122,48,35,67,64,51,9.5,2,3
2351,255,187,53,42,70,87,56,12,2,4
3075,159,107,39,16,36,46,61,14.5,3,5
2645,194,107,61,33,35,57,69,17.9,4,6
2645,194,105,63,38,34,46,76,15.9,3,5
3846,112,66,37,23,17,30,42,19,4,7
3184,96,59,27,18,17,19,42,15.9,3,5
3095,196,106,52,34,45,62,55,13.3,3,5
3859,66,32,15,8,20,18,20,13.4,3,5
4355,113,72,14,11,26,38,38,11.2,2,4
2827,100,60,28,6,26,36,32,8.4,1,3
4750,194,124,58,31,36,58,69,14,3,5
3016,210,139,69,42,39,61,68,11.4,2,4
4192,239,153,48,43,41,93,62,11.4,2,4
3529,215,109,55,29,37,74,75,11,2,4
3221,141,87,39,21,30,45,45,11,2,4
4657,88,58,29,21,13,24,30,15.6,3,5
2474,275,185,55,36,39,97,103,12.7,2,4
3389,141,77,39,18,33,46,44,13.9,3,5
2507,219,150,54,72,30,58,59,11.4,2,4
2446,282,182,70,60,61,103,58,16.1,3,6
3612,133,73,37,25,35,25,48,21.2,5,7
2679,282,172,89,45,47,87,103,24,5,8
3344,166,110,38,33,21,44,68,21.4,5,8
3326,96,64,27,22,19,23,32,17,4,6
1804,61,40,21,11,12,19,19,17.9,4,6
2865,218,150,91,43,34,70,71,19.1,4,7
3052,201,116,62,46,28,58,69,14.9,3,5
3903,121,72,27,22,29,34,36,14.3,3,5
3228,107,70,44,19,20,22,46,17.3,4,6
2165,139,82,31,26,22,43,48,11.2,2,4
2767,188,107,62,42,26,50,70,10.7,2,4
4074,177,120,38,35,29,55,58,12.5,2,4
4341,127,77,38,14,24,46,43,14.7,3,5
2430,143,89,28,17,31,53,42,11.5,2,4
3635,118,68,20,15,28,39,36,8.8,1,3
4273,216,135,52,31,64,79,42,16.1,3,6
4074,202,121,66,30,41,61,70,16.9,3,6
2721,161,108,37,24,29,57,51,14.2,3,5
4198,141,87,27,27,30,48,36,17.1,4,6
3873,111,71,32,23,13,37,38,18.3,4,6
3477,188,121,55,21,39,58,70,18.5,4,6
2481,247,149,67,26,43,96,82,17.7,4,6
4951,202,125,68,30,45,45,82,19,4,7
4645,138,72,47,22,23,40,53,16.2,3,6
3898,157,110,15,15,35,68,39,9.3,2,3
3944,117,69,14,14,16,41,46,8.5,1,3
2877,301,181,40,26,53,114,108,7.6,1,2
2929,176,95,32,15,26,87,48,7,1,2
5528,138,84,29,20,32,36,50,7.6,1,2
3325,46,19,7,10,12,13,11,6.9,1,2
2411,147,94,24,16,23,65,43,8.4,1,3
2512,110,64,15,8,45,37,20,8.1,1,3
2573,142,91,30,24,25,51,42,8.8,1,3
3083,107,64,14,18,23,36,30,8.8,1,3
2586,399,224,53,30,85,177,107,8.3,1,3
2477,175,113,25,16,42,62,55,7.4,1,2
3110,344,201,52,35,76,145,88,7.2,1,2
2289,156,100,28,14,25,70,47,8.3,1,3
4911,180,101,34,22,39,64,55,9.9,2,3
4526,188,112,32,24,55,56,53,8.6,1,3
4189,226,133,48,32,49,81,64,9.2,2,3
2615,147,88,27,22,31,40,54,10,2,3
3709,135,96,18,12,36,43,44,11.4,2,4
3289,169,105,24,15,47,62,45,9.7,2,3
5060,207,138,28,27,55,64,61,11,2,4
2654,163,97,25,16,38,60,49,10,2,3
4977,133,80,28,22,43,31,37,10.7,2,4
5374,229,122,58,27,58,62,82,10.4,2,3
3905,309,160,68,38,67,113,91,13,3,4
3453,163,100,47,9,41,68,45,14.5,3,5
4530,155,84,51,33,31,36,55,16.5,3,6
4457,298,194,98,46,65,79,108,20.7,4,7
4358,190,114,42,34,36,63,57,16.6,3,6
5520,201,111,40,20,43,80,58,16,3,6
4714,183,103,55,19,41,70,53,15.9,3,5
2869,170,89,41,21,37,59,53,15.7,3,5
3142,233,146,80,27,37,75,94,14.8,3,5
2430,137,77,32,11,38,51,37,13.2,3,4
2176,266,165,74,35,62,85,84,16.4,3,6
2658,146,79,34,23,26,50,47,16.7,3,6
5464,214,116,52,29,48,68,69,19.8,4,7
2814,180,101,51,30,29,57,64,16.4,3,6
4798,156,76,26,17,43,59,37,17.9,4,6
3700,210,124,56,26,46,66,72,20,4,7
1737,145,88,24,15,38,58,34,11.7,2,4
4306,208,132,33,28,45,82,53,13.3,3,5
3310,303,191,69,42,75,110,76,18.8,4,7
5234,170,101,57,25,27,63,55,19,4,7
4113,97,55,15,14,24,29,30,16,3,6
5345,200,119,62,19,46,72,63,17.9,4,6
2334,338,207,49,20,73,152,93,17.2,4,6
3565,254,157,81,42,47,82,83,20.6,4,7
3373,203,115,59,35,44,67,57,19.8,4,7
3300,159,105,42,18,27,56,58,19.7,4,7
3378,69,42,24,8,15,25,21,17.8,4,6
4403,181,104,43,32,34,54,61,20,4,7
2551,207,143,58,45,39,63,60,20.6,4,7
3319,188,103,51,33,25,63,67,20.1,4,7
3359,203,116,53,30,46,72,55,21.6,5,8
2715,131,84,37,22,19,41,49,17.3,4,6
3507,177,99,54,25,48,55,49,21.2,5,7
3403,123,69,37,10,20,32,61,18.5,4,6
2816,73,48,22,15,18,21,19,22.4,5,8
2621,152,79,28,15,34,53,50,18.3,4,6
2773,181,117,39,26,27,61,67,16.1,3,6
3095,101,63,17,14,20,35,32,9.1,2,3
3664,139,84,23,18,26,48,47,11.7,2,4
3237,254,145,62,33,52,85,84,17.9,4,6
4655,179,119,53,26,48,58,47,18.2,4,6
3877,208,117,48,19,47,81,61,16.4,3,6
3965,121,71,35,12,18,48,43,18.7,4,7
4963,173,104,41,16,45,51,61,20.9,4,7
5631,347,199,98,53,57,127,110,15.8,3,5
3748,325,249,31,26,73,154,72,9.5,2,3
2433,506,331,130,65,116,170,155,24.5,5,9
2789,288,179,62,30,85,100,73,20.7,4,7
2392,142,80,38,14,34,40,54,21.5,5,8
2025,77,44,26,14,14,18,31,23.4,5,8
3224,149,84,33,22,27,44,56,21.3,5,7
3140,154,85,38,19,34,58,43,12.8,2,4
2369,126,68,22,19,36,41,30,21.2,5,7
3425,379,217,93,68,74,116,121,21.8,5,8
4856,319,204,54,76,58,86,99,10.5,2,3
2068,187,124,43,27,47,58,55,23.1,5,8
1604,420,293,79,73,111,146,90,18.3,4,6
3491,335,209,79,40,72,109,114,21.8,5,8
4906,193,109,39,34,35,61,63,24.4,5,9
6170,212,115,54,30,54,53,75,23.3,5,8
4662,216,152,58,37,45,80,54,26.7,6,9
3599,161,91,42,13,43,50,55,23.2,5,8
4916,164,98,41,10,38,57,59,22.9,5,8
3806,296,168,73,36,75,98,87,23.4,5,8
4389,247,148,70,36,55,69,87,23.2,5,8
4449,129,71,42,13,32,41,43,22.3,5,8
3219,161,94,45,19,41,43,58,23.4,5,8
3320,164,87,43,23,26,61,54,22.9,5,8
3150,300,187,78,39,54,90,117,21.5,5,8
5220,316,205,96,50,57,84,125,22.2,5,8
5049,276,170,69,32,50,98,96,24.1,5,9
4235,163,104,51,24,36,47,56,21.9,5,8
4492,258,145,66,30,59,78,91,21.3,5,7
5575,176,109,48,18,33,70,55,21.3,5,7
3216,193,103,41,17,46,58,72,24.5,5,9
4557,279,175,79,35,68,92,84,18.5,4,6
4394,173,93,41,20,39,63,51,21.8,5,8
5498,256,147,50,28,39,80,109,27.2,6,10
3343,176,120,50,16,54,66,40,24,5,8
4729,198,117,43,21,38,60,79,21.3,5,7
3350,283,188,84,44,65,86,88,25.6,6,9
3688,295,173,84,35,80,90,90,20.9,4,7
3824,217,148,72,30,43,75,69,21.6,5,8
5348,346,186,102,37,75,119,115,22.5,5,8
4688,370,235,95,38,87,127,118,20.4,4,7
4752,493,323,135,60,104,168,161,18,4,6
7110,335,187,80,52,69,83,131,20.7,4,7
4358,591,350,151,69,121,189,212,25.1,6,9
4966,407,255,95,73,84,125,125,20.9,4,7
5303,231,140,52,22,53,77,79,23.2,5,8
5968,363,236,90,66,58,98,141,22.9,5,8
3191,278,156,84,51,50,75,102,21.4,5,8
5263,282,169,61,50,49,82,101,23.7,5,8
3119,267,165,84,37,46,86,98,20.2,4,7
3926,204,124,71,27,36,75,66,19.2,4,7
6957,391,224,125,64,84,128,115,20.2,4,7
4619,717,443,162,78,163,270,206,19.8,4,7
6288,263,136,80,41,52,94,76,21.2,5,7
5895,390,225,109,59,76,116,139,20,4,7
3823,383,223,102,46,91,127,119,22.6,5,8
5335,220,135,60,24,56,71,69,16,3,6
2376,273,170,37,16,44,117,96,15.8,3,5
4098,411,241,111,40,91,162,118,18.3,4,6
2728,242,145,62,26,73,89,54,16.1,3,6
2698,317,198,112,44,79,92,102,16.9,3,6
5024,252,170,54,27,54,87,84,18.5,4,6
3888,435,259,114,48,91,157,139,18.3,4,6
3426,202,99,48,28,31,69,74,14.9,3,5
2999,381,223,119,52,82,115,132,24.4,5,9
4005,342,216,102,48,86,92,116,18.8,4,7
4520,193,119,33,26,38,63,66,12.7,2,4
2781,162,104,49,25,34,50,53,15.4,3,5
4557,306,199,86,42,84,92,88,20.1,4,7
4113,85,55,11,8,23,27,27,10.7,2,4
5265,1119,649,172,71,200,567,281,17.7,4,6
6192,636,420,192,70,138,230,198,20.2,4,7
3417,319,213,96,51,70,98,100,17.3,4,6
3203,379,231,106,51,78,113,137,20.6,4,7
